VENDOR_CODE,VENDOR_NAME,VENDOR_TYPE,DATE_SUBMITTED,CURRENT_STATUS
140186,"N.C.M. MARKETING CORPORATION",OUTRIGHT,"2023-03-30 11:04:31","In Process"
140028,"NATRAPHARM INC",OUTRIGHT,"2023-02-07 10:07:46","In Process"
140409,"NATY'S DELICACIES",OUTRIGHT,"2024-04-22 18:28:10","In Process"
144045,"NEEDLEPINS TRADING CORPORATION","STORE CONSIGNOR","2023-02-01 09:19:10","In Process"
144106,"NEGROS OCCIDENTAL TRADE AND RETAILCOMPANY, INC.","STORE CONSIGNOR","2023-01-21 22:57:33","In Process"
140276,"NEW PRESTIGE WINES & SPIRITS ENTERPRISES",OUTRIGHT,"2023-08-30 15:05:36","Incomplete - Primary"
140114,"NEW VERSION ENTERPRISES",OUTRIGHT,"2024-03-12 11:18:50","In Process"
140071,"NEXT TREND MARKETING",OUTRIGHT,"2023-01-31 09:12:39","Incomplete - Primary"
144100,"NORDIC HEEL UNLIMITED, INC.","STORE CONSIGNOR","2024-03-12 17:44:40","Incomplete - Primary"
140237,"NUMBER ONE PAYLESS STORE INC",OUTRIGHT,"2023-02-06 11:25:37","Incomplete - Primary"
140295,"NW BKSHR INC.",OUTRIGHT,"2023-01-06 07:43:36","In Process"
150045,"OCTACROM ENTERPRISE CORPORATION",OUTRIGHT,"2023-04-12 08:02:23","In Process"
154058,"OFFICINE CORPORATION","STORE CONSIGNOR","2023-01-27 15:00:59","In Process"
154056,"OSNABURG INC.","STORE CONSIGNOR","2022-09-06 09:42:21","In Process"
160332,"PACIFIC PAINT (BOYSEN) PHILIPPINES INC",OUTRIGHT,"2022-11-24 14:28:19","Incomplete - Primary"
164214,"PAQUET DE JOIE INC.","STORE CONSIGNOR","2022-10-06 09:48:53","In Process"
160046,"PARAMOUNT VINYL PRODUCTS CORPORATION",OUTRIGHT,"2023-02-09 14:40:04","In Process"
164199,"PERFECT PIECES DESIGNER FURNITURE INC","STORE CONSIGNOR","2023-04-27 17:10:41","In Process"
160446,"PERIWINKLE MULTI-VENTURE CO. LTD.",OUTRIGHT,"2024-05-28 16:24:40",Submitted
160662,"PHAREX HEALTH CORPORATION",OUTRIGHT,"2023-02-14 10:19:46","In Process"
164142,"PINQ TREASURES","STORE CONSIGNOR","2024-05-06 14:43:33","In Process"
164206,"PJS SLEEPWEAR MANUFACTURING -SHANGRI-LA PLAZA","STORE CONSIGNOR","2023-01-03 10:48:40","In Process"
164076,"POLYLITE INDUSTRIAL CORPORATION","STORE CONSIGNOR","2023-03-27 17:51:59","In Process"
160670,"POMME M8RS GROUP INC.",OUTRIGHT,"2022-10-27 09:11:06","Incomplete - Primary"
160267,"POWERSUN ENTERPRISES",OUTRIGHT,"2023-01-03 15:18:20","Incomplete - Primary"
160310,"PREETI INCORPORATED",OUTRIGHT,"2024-03-20 13:17:49","In Process"
164140,"PREVIA SALES PHIL CORP","STORE CONSIGNOR","2024-04-23 17:59:58","In Process"
160472,"PRIME CONFECTIONS INC",OUTRIGHT,"2024-03-14 16:00:52","In Process"
160620,"PRINCESS LAM GARMENTS MFG. CORP.",OUTRIGHT,"2023-01-03 14:43:41","In Process"
164007,"PROMARK INDUSTRIES INC","STORE CONSIGNOR","2024-04-23 13:49:44","Incomplete - Primary"
160365,"PROSERV INTERNATIONAL TRADING CORP",OUTRIGHT,"2024-02-28 10:00:03","In Process"
174011,"QUADRITEX MARKETING","STORE CONSIGNOR","2023-03-29 15:53:47","In Process"
184065,"RANA'S MANUFACTURING, INC.","STORE CONSIGNOR","2023-06-07 08:53:26","In Process"
180380,"RAYLANIE MARKETING",OUTRIGHT,"2024-03-08 08:46:03","In Process"
180299,"RBC-MDC CORPORATION",OUTRIGHT,"2023-02-07 10:41:04","In Process"
180510,"RCB CRAFTS & DESIGNS",OUTRIGHT,"2024-04-13 08:53:45","Incomplete - Primary"
180450,"RCCCW CORPORATION",OUTRIGHT,"2022-11-03 10:01:24","In Process"
184161,"RED METRO BLOCKS CORP","STORE CONSIGNOR","2024-03-20 15:01:11","In Process"
180880,"REINAR SHOE FACTORY",OUTRIGHT,"2023-03-21 18:15:09","Incomplete - Primary"
180253,"RENZ MATTHEW INT'L TRADING CORP",OUTRIGHT,"2023-01-07 11:02:17","In Process"
184141,"RETAIL SPECIALIST INC.","STORE CONSIGNOR","2023-03-20 17:09:08","Incomplete - Primary"
180513,"REVOLUTION - EYEZ COMMERCIAL CORPORATION",OUTRIGHT,"2023-01-23 16:20:15","Incomplete - Primary"
180494,"RICHBASE GLOBAL CORPORATION",OUTRIGHT,"2023-03-21 15:55:46","Incomplete - Primary"
180102,"RICHVILLE SALES CORPORATION",OUTRIGHT,"2023-03-23 09:53:52","Incomplete - Primary"
184127,"ROCK 22 CLOTHING CO., INC.","STORE CONSIGNOR","2024-03-12 11:15:06","In Process"
180465,"RODRIGUEZ EMPIRE DISTRIBUTIONCORPORATION",OUTRIGHT,"2023-03-27 18:00:01","Incomplete - Primary"
184111,"ROYAL DRAGON TRADERS INC","STORE CONSIGNOR","2023-01-31 11:20:13","In Process"
180484,"RPR BENGUET GOLD COFFEE",OUTRIGHT,"2023-11-30 15:12:19","Incomplete - Primary"
180433,"RYMER WEARS ENTERPRISES",OUTRIGHT,"2023-01-03 14:04:27","Incomplete - Primary"
194094,"S POINT PRODUCTS INC","STORE CONSIGNOR","2023-08-11 17:19:52","Incomplete - Primary"
150429,"S.K. NATRAJ CORPORATION",OUTRIGHT,"2022-12-07 14:47:11","In Process"
194142,"SANITEC IMPORT VENTURES INC","STORE CONSIGNOR","2023-01-30 16:00:09","Incomplete - Primary"
190873,"SCIENCE MARKETING DEVELOPMENTINCORPORATED",OUTRIGHT,"2023-01-05 16:09:55","Incomplete - Primary"
190349,"SHARP (PHILS) CORPORATION",OUTRIGHT,"2023-03-24 09:46:17","In Process"
150496,"SHILOH ENTERPRISEZ INC",OUTRIGHT,"2023-06-05 09:39:01","In Process"
194065,"SHOEMAKER'S SHOP INC","STORE CONSIGNOR","2023-01-05 15:02:03","In Process"
150676,"SHULOGIC CORP.",OUTRIGHT,"2023-03-21 16:31:27","Incomplete - Primary"
150554,"SILCA COFFEE ROASTING COMPANY INC.",OUTRIGHT,"2024-03-23 15:42:24","In Process"
194276,"SILVERLIT GARMENTS INC.","STORE CONSIGNOR","2023-01-04 16:15:05","Incomplete - Primary"
190164,"SIN HING PLASTIC MFG CORP",OUTRIGHT,"2024-03-06 12:28:10","Incomplete - Primary"
194392,"SJ PRIME INNOVATIONS INC.","STORE CONSIGNOR","2023-02-05 23:37:53","Incomplete - Primary"
194052,"SOED HABERDASHERY","STORE CONSIGNOR","2022-11-07 09:58:22","In Process"
150062,"SOLID FIVE DISTRIBUTION INC.",OUTRIGHT,"2023-03-07 17:26:37","Incomplete - Primary"
194020,"SORELLA UNDERWEAR COMPANY","STORE CONSIGNOR","2023-01-23 10:01:41","Incomplete - Primary"
150595,"SOUTHCREST GLOBAL TRADES INCORPORATED",OUTRIGHT,"2023-01-03 14:27:36","Incomplete - Primary"
150591,"SOUTHLINKS GLOBAL INTERNATIONALINCORPORATED",OUTRIGHT,"2024-03-25 16:08:29","Incomplete - Primary"
194339,"SPORTS RESOURCES INC","STORE CONSIGNOR","2023-01-03 17:51:24","In Process"
190440,"SPRINGFIELD MARKETING",OUTRIGHT,"2024-03-13 11:37:58","Incomplete - Primary"
194067,"SPRINGTIME CREATIONS CORPORATION","STORE CONSIGNOR","2023-01-05 13:39:17","Invite Accepted"
150459,"SR TERESA OF STO NINO CENTER INC",OUTRIGHT,"2024-03-06 16:52:22","In Process"
194350,"STICKY BUSINESS 2 INNOVATION COMPANYINC.","STORE CONSIGNOR","2024-03-07 10:49:35","In Process"
150619,"SUESHE GENERAL MERCHANDISE INC.",OUTRIGHT,"2023-10-20 09:45:18","Incomplete - Primary"
194358,"SUKI FASHION INC","STORE CONSIGNOR","2023-03-23 11:02:13","Incomplete - Primary"
150444,"SUREWAY PLUS VENTURE CORPORATION",OUTRIGHT,"2024-04-10 15:13:32","In Process"
150653,"SWEET PINK CINNAMON CO",OUTRIGHT,"2024-04-04 18:53:16","Incomplete - Primary"
200745,"TARGET GROUP PHILIPPINES INC",OUTRIGHT,"2023-05-05 09:02:43","Incomplete - Primary"
204216,"TEAM RUSSO PHILIPPINES INC","STORE CONSIGNOR","2022-07-18 10:58:07","In Process"
200520,"TECHNO GIG WORK STATION CO.",OUTRIGHT,"2023-09-21 18:14:02","In Process"
204256,"TELAS DE MERCATO CENTRAL VENTURES INC.","STORE CONSIGNOR","2023-03-23 11:33:42","In Process"
204193,"TELSTAR INDUSTRIES, INC.","STORE CONSIGNOR","2022-08-18 14:05:17","Incomplete - Primary"
204017,"THE ELITE CLUB COMMERCIAL","STORE CONSIGNOR","2023-03-23 14:09:50","Incomplete - Primary"
204050,"THE OPTOLINE INC","STORE CONSIGNOR","2023-03-23 14:10:55","Incomplete - Primary"
200816,"THE RAINS HANDICRAFT",OUTRIGHT,"2024-04-18 18:34:19","In Process"
204231,"THE TROPICAL RETAIL COMPANY INC","STORE CONSIGNOR","2024-05-07 12:04:57","In Process"
204258,"TOP CERAM INC.","STORE CONSIGNOR","2022-12-19 16:07:05","In Process"
204214,"TORQUE DYNAMIC APPAREL INC","STORE CONSIGNOR","2023-10-02 18:37:11","In Process"
204255,"TRAVEL BLUE ACCESSORIES PHILIPPINES INC.","STORE CONSIGNOR","2023-03-27 14:42:16","Incomplete - Primary"
200220,"TRENDCASTERS TRADING",OUTRIGHT,"2023-03-20 12:38:45","Incomplete - Primary"
204171,"TRENDY LABELS INC","STORE CONSIGNOR","2023-04-13 13:29:19","Incomplete - Primary"
200409,"TREVENODD CORPORATION",OUTRIGHT,"2022-11-11 16:02:24","In Process"
204129,"TRIDENT INTERNATIONAL TRADINGCORPORATION","STORE CONSIGNOR","2023-03-20 17:11:22","Incomplete - Primary"
204201,"TRIWIN STAR SALES CORPORATION","STORE CONSIGNOR","2023-04-18 12:51:24","In Process"
200510,"TW & CO., INC.",OUTRIGHT,"2022-12-06 09:28:43","Incomplete - Primary"
204223,"TYKES TRADING INC.","STORE CONSIGNOR","2023-03-21 15:51:15","Incomplete - Primary"
200318,"TYSONS GLOBAL EXCHANGE, INC.",OUTRIGHT,"2023-04-26 12:57:10","Incomplete - Primary"
210244,"ULTIMATE TRENDS CORPORATION",OUTRIGHT,"2024-03-10 20:06:55","In Process"
210287,"ULTRALUCK COMMERCIAL CORPORATION",OUTRIGHT,"2023-03-24 11:11:03","Incomplete - Primary"
210230,"UNI-FILES SAVER CORPORATION",OUTRIGHT,"2024-03-11 10:52:40","Incomplete - Primary"
214049,"UNITED LIMSUN INTERNATIONAL TRADINGCORPORATION","STORE CONSIGNOR","2022-11-23 11:09:13","In Process"
214044,"UNITED STITCHES GROUPE INC","STORE CONSIGNOR","2023-01-26 19:12:29","Invite Accepted"
210004,"UNIVERSAL ELASTOMER INC",OUTRIGHT,"2023-03-21 14:59:27","Incomplete - Primary"
220166,"VADUZ MARKETING INC",OUTRIGHT,"2023-03-21 18:06:58","Incomplete - Primary"
224055,"VERVE TRADING COMPANY INCORPORATED","STORE CONSIGNOR","2024-03-19 23:02:10","Incomplete - Primary"
224068,"VETERMEDICS ANIMAL CLINIC","STORE CONSIGNOR","2024-04-10 06:57:02","In Process"
220015,"VISION ASIA MARKETING ENTERPRISE",OUTRIGHT,"2023-02-06 14:53:21","Incomplete - Primary"
224063,"VITAL FINDS KITCHEN PRODUCTS INC","STORE CONSIGNOR","2024-05-11 09:41:16","Incomplete - Primary"
224076,"VITRAIL LIGHT CORPORATION","STORE CONSIGNOR","2023-03-23 13:57:17","Incomplete - Primary"
220082,"VMG BRANDS INC",OUTRIGHT,"2022-09-29 18:35:07","Incomplete - Primary"
234015,"WINDOW FASHION INC.","STORE CONSIGNOR","2024-05-14 11:17:14","In Process"
230255,"WINLLY CORPORATION",OUTRIGHT,"2023-03-30 14:01:11","For Validation of Additional Requirements"
254026,"YCONG AND YCONG FOOD PRODUCTS, INC.","STORE CONSIGNOR","2024-02-13 11:36:48","In Process"
260326,"ZABINI CORPORATION",OUTRIGHT,"2023-04-11 14:19:39","In Process"
260102,"ZENCO SALES INC",OUTRIGHT,"2023-04-03 13:23:58","Incomplete - Primary"
260390,"ZOPHIEL ENTERPRISES CORPORATION",OUTRIGHT,"2023-09-26 21:17:39","In Process"
220150,"VS GLOBAL SALES AND MARKETING INC",OUTRIGHT,"2022-08-31 08:14:14","Incomplete - Primary"
140145,"98 JDA DESIGNS INC.",OUTRIGHT,"2024-03-30 12:58:49","In Process"
014024,"ALBETTIE LEATHER PRODUCTS","STORE CONSIGNOR","2024-04-15 11:25:59","Incomplete - Primary"
014259,"ALLIED PREMIUM CLOTHING INC","STORE CONSIGNOR","2023-08-30 18:17:46","In Process"
014309,"ANNAIAH MARKETING CORPORATION","STORE CONSIGNOR","2024-03-29 11:43:08","Incomplete - Primary"
014208,"ARCIFORM CORP.","STORE CONSIGNOR","2024-02-22 13:44:31","For Validation of Additional Requirements"
014316,"AVLI BIOCARE INC","STORE CONSIGNOR","2024-03-18 15:35:55","Incomplete - Primary"
020671,"BAN KEE TRADING, INCORPORATED",OUTRIGHT,"2024-02-02 15:09:04","Add Department BUH Approval"
020184,"BEAUTY LINES TRADING INTERNATIONAL",OUTRIGHT,"2024-03-19 10:58:05","Incomplete - Primary"
020084,"BHAGI'S INTERNATIONAL TRADING CORP",OUTRIGHT,"2024-03-25 17:21:39","Incomplete - Primary"
020409,"BIFFANY AND BERYL CO LTD",OUTRIGHT,"2024-02-07 14:06:04","In Process"
020123,"BIZMODE INC",OUTRIGHT,"2024-02-08 11:46:36","In Process"
020182,"BLOOMING VENTURES INC",OUTRIGHT,"2024-03-08 08:15:06","In Process"
020495,"BMD CREATIVE STITCHES INC.",OUTRIGHT,"2024-03-20 14:39:14","Incomplete - Primary"
024024,"BON-BON MERCHANDISERS SALES CORPORATION","STORE CONSIGNOR","2024-04-30 09:47:18","Incomplete - Primary"
020517,"BRISTOL SHOES & SHOE FACTORY",OUTRIGHT,"2024-03-27 11:40:04","Incomplete - Primary"
020695,"BURLINGTON INDUSTRIES PHILIPPINES,INCORPORATED",OUTRIGHT,"2024-04-04 10:48:08","Incomplete - Primary"
034217,"C. KOK INTERNATIONAL CORPORATION","STORE CONSIGNOR","2023-07-28 16:53:37","In Process"
030347,"CANNON BABY SAFE PRODUCTS INC",OUTRIGHT,"2024-03-15 10:00:17","In Process"
034319,"CARCHIMILLICAN ANIMAL HEALTH CORP.","STORE CONSIGNOR","2024-03-14 09:50:26","In Process"
034322,"CARIAN PHILIPPINES INC.","STORE CONSIGNOR","2024-05-29 11:16:22",Submitted
034281,"CE-SHELLS UNIQUE CRAFTS CO","STORE CONSIGNOR",,"In Process"
034006,"CHANG-BTC KNITTING CORPORATION","STORE CONSIGNOR","2024-03-24 07:35:09","In Process"
034315,"CMJ88 CORPORATION","STORE CONSIGNOR","2024-03-06 17:05:58","In Process"
034312,"COPACABANA IVORY TRADING CORP.","STORE CONSIGNOR","2024-03-15 11:12:17","Incomplete - Primary"
030860,"CORNER HARDWARE CORP",OUTRIGHT,"2024-02-27 15:52:52","In Process"
030198,"COSMOS BAZAR, INCORPORATED",OUTRIGHT,"2024-03-12 15:52:41","In Process"
030305,"CUDDLY INTERNATIONAL CORPORATION",OUTRIGHT,"2024-04-18 13:27:37","In Process"
040735,"D' MARK MULTI SALES CORPORATION",OUTRIGHT,"2024-04-18 11:47:27","In Process"
044090,"DAILY FASHION MFG CORP","STORE CONSIGNOR","2024-02-02 16:26:05","In Process"
040142,"DAKKI CLASSICS CONCEPTS INC",OUTRIGHT,"2024-03-09 14:46:07","Incomplete - Primary"
040393,"DUNSK KUHNER CORP.",OUTRIGHT,"2024-02-23 15:46:45","Invite Accepted"
050261,"EAST INNOVENTION PHILS INC",OUTRIGHT,"2024-05-08 14:49:21","In Process"
050255,"ELC BEAUTY, INC.",OUTRIGHT,"2024-04-15 17:31:20","Incomplete - Primary"
050807,"EN BARONG FILIPINO INC",OUTRIGHT,"2024-02-13 10:35:30","Incomplete - Primary"
050173,"ERRICKSON INDUSTRIAL SALES CO., INC.",OUTRIGHT,"2024-03-19 08:40:35","In Process"
060611,"FILSTAR DISTRIBUTORS CORPORATION",OUTRIGHT,"2023-09-12 13:03:52","Incomplete - Primary"
060099,"FRABELLE MARKET CORPORATION",OUTRIGHT,"2023-08-02 10:35:24","In Process"
060073,"FUNTASTIC INTERNATIONAL INC",OUTRIGHT,"2024-03-19 08:57:04","Incomplete - Primary"
070782,"GAIN MORE MARKETING",OUTRIGHT,"2024-03-13 10:51:25","Incomplete - Primary"
070084,"GILBERT EMERSON MARKETING CORPORATION",OUTRIGHT,"2024-02-26 08:50:35","Incomplete - Primary"
070534,"GLYNYZ FASHION BOUTIQUE INT'L. CO.",OUTRIGHT,"2024-03-27 16:00:58","Incomplete - Primary"
074009,"GOODY PRODUCTS PHILS INC","STORE CONSIGNOR","2024-03-07 08:54:17","Incomplete - Primary"
070121,"GOULDEN MYERS INTERNATIONAL CO",OUTRIGHT,"2024-02-29 13:29:10","Incomplete - Primary"
074053,"GOURDO'S INC","STORE CONSIGNOR","2023-11-21 10:32:00","In Process"
070878,"GRAND DRAGON ENTERPRISES INC",OUTRIGHT,"2024-03-13 08:32:17","Invite Accepted"
080288,"HEINTZ INFANT PRIME SOURCE INC",OUTRIGHT,"2024-03-25 14:46:35","In Process"
090114,"INSULITE MANUFACTURING CORPORATION",OUTRIGHT,"2024-01-30 15:08:28","In Process"
094257,"INTER-FASHION SUNGLASSES CORP","STORE CONSIGNOR","2024-04-29 14:59:35","Incomplete - Primary"
090200,"INTERNATIONALE GLOBALE MARQUES INC.",OUTRIGHT,"2024-03-08 15:13:03","Incomplete - Primary"
090187,"ISOURCE MARKETING ENTERPRISES CORP.",OUTRIGHT,"2024-02-28 09:46:13","In Process"
094011,"ISPORT LIFE INC","STORE CONSIGNOR","2024-03-27 10:43:45","In Process"
100551,"J&V DECO CENTRUM INC",OUTRIGHT,"2024-03-08 15:23:10","For VRD Head Approval"
100675,"JOBIN HOSIERY MANUFACTURING CORPORATION",OUTRIGHT,"2024-05-09 13:58:15","In Process"
100456,"JOLI SAC ENTREPRISE",OUTRIGHT,"2024-03-18 11:24:18","In Process"
110203,"KEGITAR HOME INC",OUTRIGHT,"2024-05-21 09:52:47","Incomplete - Primary"
110248,"KELLITECH IMPORT AND EXPORT CORP",OUTRIGHT,"2024-02-15 10:28:25","In Process"
110257,"KIDPALOOZA ENTERPRISE",OUTRIGHT,"2024-05-16 16:50:28",Submitted
110083,"KINGS NOVELTIES ENTERPRISES INC",OUTRIGHT,"2024-03-06 11:39:20","Incomplete - Primary"
110043,"KITCHEN BEAUTY MARKETING CORPORATION",OUTRIGHT,"2023-10-19 17:36:21","Incomplete - Primary"
110061,"KLIO INTERNATIONAL MARKETING CORPORATION",OUTRIGHT,"2024-03-07 08:24:13","In Process"
120912,"LGR ATHLETIC WEARS INC",OUTRIGHT,"2024-05-31 13:40:54","In Process"
134244,"M5 MART, INC.","STORE CONSIGNOR","2024-05-15 07:54:54",Submitted
134292,"MED CHOICE ADVANTAGE CO LTD","STORE CONSIGNOR","2024-02-16 09:16:13","In Process"
134013,"MEGAFRESH INTERNATIONAL INC","STORE CONSIGNOR","2024-04-05 20:07:49","In Process"
134032,"METRO KITCHENWARE INC","STORE CONSIGNOR","2024-03-07 09:00:10","For Validation of Additional Requirements"
134166,"MIRSAEL SUTUS INC","STORE CONSIGNOR","2024-03-26 15:30:16","Incomplete - Primary"
134247,"MOMOE CREATIONS INTERNATIONALCORPORATION","STORE CONSIGNOR","2024-04-12 11:15:49",Submitted
134162,"MULSON'S TRADING CORP","STORE CONSIGNOR","2024-04-19 09:30:44","In Process"
140574,"NEUTRON INDUSTRIES INC",OUTRIGHT,"2024-03-09 10:32:14","Incomplete - Primary"
140331,"NEW ANDING'S TRADING & MANUFACTURING",OUTRIGHT,"2024-03-11 13:07:11","Incomplete - Primary"
140173,"NEWYORK HOME FASHIONS INC",OUTRIGHT,"2023-08-16 13:56:37","In Process"
144021,"NEXT JEANS INC","STORE CONSIGNOR","2024-03-19 13:15:29","Incomplete - Primary"
140151,"NOBLE HOUSEWARE MARKETING CORPORATION",OUTRIGHT,"2024-01-30 17:26:18","In Process"
144068,"NORTH BULACAN MANUFACTURING INC","STORE CONSIGNOR","2024-05-03 09:01:47","In Process"
150054,"OK CONCEPTS ENTERPRISES",OUTRIGHT,"2024-04-05 09:31:56","Incomplete - Primary"
150235,"OPTIMA FASHION COLLECTION",OUTRIGHT,"2024-05-15 18:05:53","In Process"
150474,"ORGANIX SOLUTIONS, INC.",OUTRIGHT,"2024-03-07 17:14:01","Incomplete - Primary"
160569,"PAO TIAM ENT. COMPANY",OUTRIGHT,"2023-07-25 23:28:31","In Process"
160560,"PET PLUS GLOBAL MARKETING CORP",OUTRIGHT,"2024-03-11 15:36:11","In Process"
160420,"PHILIPPINE FORMOSA GROUP, INC.",OUTRIGHT,"2024-03-25 11:06:12","For Validation of Additional Requirements"
160743,"PLAYKIT PHILIPPINES INC",OUTRIGHT,"2024-03-20 15:07:48","In Process"
164040,"POLLANDRE MANUFACTURING INC","STORE CONSIGNOR","2024-05-03 08:59:49","In Process"
164471,"PRIMELINE PRODUCTS PHILIPPINES INC","STORE CONSIGNOR","2023-11-30 17:10:54","Incomplete - Primary"
180430,"RED DRAGON FASHION HOUSE INC",OUTRIGHT,"2024-03-14 16:30:33","In Process"
180287,"RETAILASIA INC",OUTRIGHT,"2024-03-27 08:42:22","In Process"
180414,"RICHPRIME GLOBAL INC.",OUTRIGHT,"2024-05-08 11:30:58",Submitted
180452,"RICHPRIME SALES INCORPORATED",OUTRIGHT,"2024-05-08 11:36:08","Incomplete - Primary"
180041,"RICHWELL PHILS. INC",OUTRIGHT,"2024-03-20 15:46:38","Incomplete - Primary"
180460,"ROYU INDUSTRIAL CORPORATION",OUTRIGHT,"2024-03-15 08:30:01","In Process"
194306,"SAMMCO INTERNATIONAL CONCEPTS INC","STORE CONSIGNOR","2024-03-25 15:14:49","Incomplete - Primary"
150371,"SANXIAO PHILIPPINES INCORPORATED",OUTRIGHT,"2024-03-29 08:41:15","Incomplete - Primary"
190374,"SEARCH COMMERCIAL INCORPORATED",OUTRIGHT,"2024-03-16 08:35:37","Incomplete - Primary"
150288,"SHERBROOKE POINTE INTERNATIONAL CORP.",OUTRIGHT,"2024-03-08 08:52:40","In Process"
194072,"SKIES MERCHANDISE SALES CORPORATION","STORE CONSIGNOR","2024-05-02 18:02:38","Incomplete - Primary"
190620,"SLOVENIA ASIA-PACIFICTRADE-EXPORT-IMPORT",OUTRIGHT,"2024-04-12 07:56:04","In Process"
194235,"SMARTSTYLE APPAREL AND FASHION INC.","STORE CONSIGNOR","2024-05-10 14:27:40","Incomplete - Primary"
150469,"SOLANO VETERINARY AND CONSULTANCYSERVICES",OUTRIGHT,"2024-03-05 16:16:36","Incomplete - Primary"
150289,"SOUVENIRS BY HANNAH & BIANCA",OUTRIGHT,"2024-03-19 10:24:16","Incomplete - Primary"
150679,"STARLIGHT HOMESSENCES INCORPORATED",OUTRIGHT,"2024-03-18 15:47:43","Incomplete - Primary"
190163,"STERLING PAPER PRODUCTS ENTERPRISES INC",OUTRIGHT,"2024-05-09 09:04:02","Incomplete - Primary"
190570,"SUMMIT TOYS & SUNDRIES",OUTRIGHT,"2024-02-06 20:02:38","Incomplete - Primary"
190640,"SUYEN CORPORATION",OUTRIGHT,"2024-04-01 14:41:14","In Process"
200173,"TRENDYWORLD MARKETING CORPORATION",OUTRIGHT,"2024-03-18 17:27:34","Incomplete - Primary"
214028,"UNICORN GARMENTS & TEXTILES","STORE CONSIGNOR","2024-04-05 14:16:04","In Process"
210160,"UNITED IMPULSE, INC.",OUTRIGHT,"2024-03-07 14:59:45","Incomplete - Primary"
210063,"UNIVERSAL TOWEL MANUFACTURING COMPANYINCORPORATED",OUTRIGHT,"2024-03-11 16:54:36","Incomplete - Primary"
220151,"VERACOM WTG LTD CO",OUTRIGHT,"2024-02-20 10:16:38","In Process"
220421,"VISITA INTERNATIONAL PHILIPPINESINCORPORATED",OUTRIGHT,"2024-03-05 16:38:22","In Process"
230208,"WILKING GLOBAL INC",OUTRIGHT,"2024-02-16 14:58:28","Incomplete - Primary"
230107,"WINWORTH TRADE INTERNATIONAL",OUTRIGHT,"2024-02-03 22:28:24","Incomplete - Primary"
230196,"WORLD CLASS CONCEPTS CORP",OUTRIGHT,"2024-04-17 09:31:39","Add Department VRD Approval"
060669,"FIBREFILL MANUFACTURING INC",OUTRIGHT,"2024-03-05 14:12:29","Incomplete - Primary"
